@relation 's_0: -C -2'

@attribute NOII_type numeric
@attribute NOAM_type numeric
@attribute NOCS_type numeric
@attribute NOM_type numeric
@attribute NMO_type numeric
@attribute ATFD_type numeric
@attribute FANOUT_type numeric
@attribute NOMNAMM_type numeric
@attribute NOA_type numeric
@attribute NIM_type numeric
@attribute DIT_type numeric
@attribute LOC_type numeric
@attribute LOCNAMM_type numeric
@attribute CFNAMM_type numeric
@attribute TCC_type numeric
@attribute CBO_type numeric
@attribute RFC_type numeric
@attribute NOC_type numeric
@attribute WMC_type numeric
@attribute LCOM5_type numeric
@attribute WOC_type numeric
@attribute WMCNAMM_type numeric
@attribute AMW_type numeric
@attribute AMWNAMM_type numeric
@attribute isStatic_type numeric
@attribute NOPA_type numeric
@attribute number_private_visibility_attributes numeric
@attribute number_protected_visibility_attributes numeric
@attribute number_package_visibility_attributes numeric
@attribute num_final_attributes numeric
@attribute num_static_attributes numeric
@attribute num_final_static_attributes numeric
@attribute num_not_final_not_static_attributes numeric
@attribute num_final_not_static_attributes numeric
@attribute num_static_not_final_attributes numeric
@attribute number_public_visibility_methods numeric
@attribute number_private_visibility_methods numeric
@attribute number_protected_visibility_methods numeric
@attribute number_package_visibility_methods numeric
@attribute number_final_methods numeric
@attribute number_abstract_methods numeric
@attribute number_not_abstract_not_final_methods numeric
@attribute number_static_methods numeric
@attribute number_final_static_methods numeric
@attribute number_final_not_static_methods numeric
@attribute number_not_final_static_methods numeric
@attribute number_not_final_not_static_methods numeric
@attribute number_standard_design_methods numeric
@attribute number_constructor_DefaultConstructor_methods numeric
@attribute number_constructor_NotDefaultConstructor_methods numeric
@attribute is_GC {0,1}
@attribute is_DC {0,1}

@data
0,1,0,3,1,0,0,2,1,0,1,22,14,0,1,0,3,0,3,0.5,0.666667,2,1,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,0
1,10,0,15,2,1,2,5,7,0,1,147,53,5,0.21978,3,21,0,17,0.867347,0.333333,7,1.133333,1.4,0,0,7,0,0,4,0,0,3,4,0,15,0,0,0,0,0,15,0,0,0,0,15,4,0,1,0,1
0,0,0,1,0,4,1,1,10,2,2,38,38,1,1,2,4,0,1,0,0,1,1,1,0,10,0,0,0,10,10,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,5,1,1,9,2,2,32,32,1,1,2,4,0,1,0,0,1,1,1,0,9,0,0,0,9,9,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,4,1,1,9,2,2,43,43,1,1,2,4,0,1,0,0,1,1,1,0,9,0,0,0,9,9,9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,3,1,1,8,2,2,29,29,1,1,2,4,0,1,0,0,1,1,1,0,8,0,0,0,8,8,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,9,1,1,27,2,2,105,105,1,1,2,4,0,1,0,0,1,1,1,0,27,0,0,0,27,27,27,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,3,0,14,0,0,3,11,4,0,1,214,174,5,0.076923,4,19,0,15,0.903846,0.785714,12,1.071429,1.090909,0,0,4,0,0,0,0,0,4,0,0,14,0,0,0,0,0,14,1,0,0,1,13,10,0,1,0,0
0,0,0,8,0,6,2,8,0,0,2,83,83,2,0,4,10,5,8,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,0
0,3,0,3,0,0,0,0,3,3,2,35,15,0,0,3,9,0,3,1,0,0,1,0,0,3,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1
0,3,0,3,0,0,0,0,3,3,2,37,16,0,0,2,9,0,3,1,0,0,1,0,0,3,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1
1,12,0,65,0,14,20,53,14,0,1,1600,1489,85,0.260652,26,166,2,235,0.926339,0,223,3.615385,4.207547,0,0,14,0,0,3,2,2,11,1,0,52,7,6,0,51,4,10,0,0,51,0,14,52,0,1,1,0
1,8,0,9,0,0,1,1,2,0,1,153,11,1,1,2,10,0,17,0.1875,0.111111,2,1.888889,2,0,0,2,0,0,1,1,1,1,0,0,9,0,0,0,0,0,9,0,0,0,0,9,0,0,1,0,1
1,0,0,4,0,0,1,4,1,0,1,17,17,1,0.333333,2,5,0,4,0.666667,1,4,1,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,0,4,0,0,0,0,4,3,0,1,0,0
0,0,0,1,1,1,3,1,1,15,3,19,19,3,1,12,19,3,3,0,1,3,3,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,4,0,5,0,0,0,1,2,0,1,15,3,0,0.333333,0,5,0,5,0.75,0.2,1,1,1,0,0,0,2,0,0,0,0,2,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0,1
0,10,0,11,0,0,0,1,4,0,1,23,23,0,0.177778,0,11,0,11,0.85,0.066667,1,1,1,1,4,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,0,1,0,1
0,6,3,7,0,0,0,1,3,0,1,83,65,0,0.2,0,7,0,7,0.833333,0.142857,1,1,1,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,0,1
0,8,0,8,0,0,0,0,4,0,1,18,18,0,0.142857,0,8,0,8,0.857143,0,0,1,0,1,0,4,0,0,0,0,0,4,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,1
0,12,0,13,0,0,0,1,6,0,1,30,30,0,0.090909,0,13,0,13,0.916667,0.076923,1,1,1,1,0,6,0,0,0,0,0,6,0,0,13,0,0,0,0,0,13,0,0,0,0,13,0,0,1,0,1
0,10,0,10,0,0,0,0,4,4,2,48,48,0,0.2,1,14,0,10,0.833333,0,0,1,0,0,0,4,0,0,0,0,0,4,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,1,0,0,1
0,7,0,8,0,0,0,1,6,0,1,52,31,0,0.047619,0,8,0,13,0.97619,0.125,6,1.625,6,0,0,6,0,0,0,0,0,6,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,1,0,1
1,12,0,14,0,0,0,2,6,0,1,52,52,0,0.090909,0,14,0,14,0.923077,0.142857,2,1,1,0,0,6,0,0,0,0,0,6,0,0,14,0,0,0,0,0,14,0,0,0,0,14,0,0,2,0,1
0,6,0,6,0,0,0,0,3,0,1,15,15,0,0.2,0,6,0,6,0.8,0,0,1,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,1
1,12,0,13,0,0,0,1,6,0,1,57,57,0,0.151515,0,13,1,15,0.888889,0.076923,1,1.153846,1,0,0,0,6,0,0,0,0,6,0,0,13,0,0,0,0,0,13,0,0,0,0,13,0,0,1,0,1
0,10,0,10,0,0,0,0,5,0,1,22,22,0,0.111111,0,10,0,10,0.888889,0,0,1,0,0,0,5,0,0,0,0,0,5,0,0,11,0,0,0,0,0,11,0,0,0,0,11,0,1,0,0,1
2,27,0,68,3,3,17,41,39,60,2,1541,1078,35,0.129032,29,163,0,152,0.964791,0.458333,104,2.235294,2.536585,0,12,26,1,0,13,13,13,26,0,0,60,3,5,0,0,0,68,0,0,0,0,68,38,0,3,1,0
0,0,0,7,0,7,8,7,0,0,1,135,135,9,0,9,20,0,20,0,1,20,2.857143,2.857143,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,1,7,6,0,1,0,7,0,0,0,0
1,2,0,6,0,0,2,4,4,0,1,54,38,2,0.666667,3,8,0,7,0.85,0.666667,5,1.166667,1.25,0,0,4,0,0,1,1,1,3,0,0,6,0,0,0,0,0,6,0,0,0,0,6,2,0,2,0,0
0,4,0,5,0,0,0,1,2,0,1,44,8,0,0.333333,0,5,1,5,0.75,0.2,1,1,1,0,0,0,0,2,0,0,0,2,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0,1
2,7,2,56,1,14,15,49,29,0,1,1099,1057,40,0.259958,17,102,0,122,0.971787,0.644068,114,2.178571,2.326531,0,15,12,0,2,14,18,14,11,0,4,45,2,0,10,7,0,50,16,0,7,16,34,49,1,0,1,0
0,0,0,2,1,1,3,2,1,49,5,54,54,2,0,24,79,0,2,1,1,2,1,1,0,0,1,0,0,1,1,1,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,1,0,0,0
1,21,0,29,2,5,10,8,24,41,4,533,322,16,0.259259,22,110,0,50,0.96131,0.16,28,1.724138,3.5,0,0,19,5,0,2,2,2,22,0,0,25,0,4,0,0,0,29,0,0,0,0,29,7,0,1,0,0
2,19,0,22,1,0,0,3,16,0,1,161,44,0,0.1,1,22,0,23,0.988095,0.107143,4,1.045455,1.333333,0,6,10,0,0,6,6,6,10,0,0,22,0,0,0,0,0,22,0,0,0,0,22,2,0,1,0,1
1,0,0,19,0,6,5,19,3,0,1,94,94,7,0.006536,25,28,0,25,1,1,25,1.315789,1.315789,0,0,3,0,0,0,1,0,2,0,1,19,0,0,0,0,0,19,0,0,0,0,19,18,0,1,0,0
0,0,0,1,0,0,2,1,1,101,7,27,27,1,1,784,888,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,4,0,5,0,0,0,1,5,0,1,70,30,0,0,1,5,0,5,1,0.2,1,1,1,0,0,5,0,0,5,1,1,0,4,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,1,0,1
0,23,0,105,29,124,23,82,49,677,3,1747,1595,88,0.041209,106,1108,3,502,0.98803,0.642857,471,4.780952,5.743902,0,22,21,6,0,24,26,24,23,0,2,105,0,1,0,0,0,106,0,0,0,0,106,82,1,0,1,0
0,22,0,67,40,84,13,45,54,737,4,1692,1493,44,0.128671,105,1110,0,333,0.995511,0.447917,295,4.970149,6.555556,0,32,22,0,0,39,39,39,15,0,0,64,0,3,0,1,0,66,0,0,1,0,66,44,0,1,1,0
0,1,0,3,0,1,1,2,3,0,1,22,16,0,1,2,4,0,3,0.833333,0.666667,2,1,1,1,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,3,1,0,1,0,0
1,27,0,31,0,2,4,4,14,0,1,287,44,6,0.045977,7,37,0,35,0.959524,0.1,8,1.129032,2,0,0,14,0,0,0,0,0,14,0,0,31,1,0,0,0,0,32,1,0,0,1,31,4,1,0,0,1
3,5,0,100,0,9,33,95,46,0,1,3545,3446,103,0.500947,36,212,1,481,0.956083,0.94186,467,4.81,4.915789,0,0,1,45,0,2,3,2,43,0,1,86,0,14,0,30,0,70,7,0,30,7,63,93,0,2,1,0
11,16,1,60,0,39,33,44,34,520,5,2091,1866,50,0.263645,37,144,0,298,0.955135,0.666667,271,4.966667,6.159091,0,1,19,14,0,2,5,2,29,0,3,47,12,1,0,0,0,60,0,0,0,0,60,43,0,1,1,0
0,5,0,6,0,0,0,1,8,2,2,107,55,0,0,2,6,0,7,1,0.125,2,1.166667,2,0,2,1,5,0,1,3,1,5,0,2,6,0,0,0,0,0,6,0,0,0,0,6,0,0,1,0,1
0,1,0,2,0,0,2,1,3,539,6,105,93,2,1,10,37,0,4,1,0.5,2,2,2,0,0,3,0,0,1,1,1,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0
2,0,0,78,0,0,0,78,8,50,2,2200,2200,0,0.010723,1,78,0,826,0.993506,0.882353,826,10.589744,10.589744,0,8,0,0,0,8,8,8,0,0,0,60,8,10,0,73,0,5,8,8,65,0,5,74,0,4,0,0
0,0,0,2,0,0,3,2,2,0,7,25,25,5,1,47,7,2,6,1,0,6,3,3,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,2,1,0,1,0,0
0,0,0,1,0,0,0,1,3,0,1,8,8,0,1,2,1,0,1,0,0.25,1,1,1,1,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,0,395,0,44,77,394,142,0,1,4130,4124,156,0.000169,94,584,0,938,1,0.755299,937,2.374684,2.378173,0,126,0,16,0,138,138,138,4,0,0,393,0,2,0,1,0,394,387,1,0,386,8,392,0,2,1,0
0,0,0,1,0,0,0,1,0,15,5,7,7,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,4,0,0,0,4,0,15,4,18,18,0,1,0,4,0,4,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0
0,8,0,34,0,86,50,26,11,0,1,1042,972,57,0.48,58,169,0,124,0.903581,0.75,116,3.647059,4.461538,0,0,11,0,0,0,0,0,11,0,0,28,5,1,0,0,0,34,0,0,0,0,34,23,0,3,1,0
0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,5,1,1,3,32,3,35,35,3,1,6,52,0,5,0,0.25,5,5,5,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,0,0,7,0,0,2,7,0,26,2,51,51,3,0,5,45,2,11,0,1,11,1.571429,1.571429,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,3,0,0,3,4,7,0,0,0,0
0,1,1,27,0,7,5,26,7,0,1,283,278,13,0.390769,4,40,7,55,0.961538,0.758621,54,2.037037,2.076923,0,6,0,1,0,0,4,0,3,0,4,24,1,3,0,0,0,28,3,0,0,3,25,26,1,0,1,0
0,1,0,1,1,0,0,0,0,10,3,5,0,0,1,2,28,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0
0,1,0,1,1,0,0,0,0,10,3,5,0,0,1,2,28,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,0
0,8,0,15,1,0,0,7,4,0,1,97,49,0,0.461538,0,15,0,15,0.732143,0.428571,7,1,1,0,0,4,0,0,0,0,0,4,0,0,14,0,1,0,0,0,15,0,0,0,0,15,5,0,2,0,1
0,5,0,12,4,5,2,7,1,23,2,96,45,1,1,5,39,0,21,0.636364,0.545455,7,1.75,1,0,0,0,1,0,0,0,0,1,0,0,11,1,0,0,0,0,12,0,0,0,0,12,4,0,3,0,1
0,0,0,11,0,0,0,11,3,0,1,228,228,0,1,0,11,0,46,0.933333,1,46,4.181818,4.181818,0,0,3,0,0,2,0,0,1,2,0,3,8,0,0,0,0,11,1,0,0,1,10,10,0,1,0,0
0,0,0,23,2,30,10,23,14,9,3,1288,1288,25,0.280702,12,57,0,287,0.87987,0.818182,287,12.478261,12.478261,0,2,12,0,0,0,13,0,1,0,13,9,2,0,12,1,0,22,17,1,0,16,6,21,0,2,1,0
0,0,0,70,0,6,2,70,55,0,1,2999,2999,6,0.495021,5,76,0,684,0.928327,0.888889,684,9.771429,9.771429,0,2,36,0,17,0,28,0,27,0,28,16,31,0,23,5,0,65,38,0,5,38,27,69,0,1,1,0
0,0,0,1,0,0,0,1,14,0,1,83,83,0,1,0,1,0,1,0,0,1,1,1,0,14,0,0,0,14,14,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,14,0,69,0,14,20,55,23,0,1,2133,1949,95,0.473994,21,189,0,330,0.941816,0.738462,293,4.782609,5.327273,0,3,18,2,0,3,3,3,20,0,0,62,1,6,0,0,0,69,1,0,0,1,68,54,0,1,1,0
5,6,0,30,0,11,23,24,8,0,1,1323,815,29,0.636842,27,69,0,316,0.896552,0.535714,202,10.533333,8.416667,0,8,0,0,0,0,0,0,8,0,0,20,9,1,0,0,0,30,0,0,0,0,30,23,0,1,1,0
0,2,0,35,0,122,19,33,3,4,2,1690,1677,49,0,27,112,0,304,1,0.666667,302,8.685714,9.151515,0,0,3,0,0,3,2,2,0,1,0,6,29,0,0,0,0,35,1,0,0,1,34,32,0,1,1,0
0,5,1,24,3,0,2,19,11,13,2,1231,1166,4,0.300725,2,48,0,138,0.901186,0.384615,133,5.75,7,0,3,0,4,4,3,3,3,8,0,0,11,0,14,0,2,0,23,0,0,2,0,23,19,1,0,1,0
0,0,0,1,0,0,0,1,6,0,1,16,16,0,1,0,1,0,1,0,0,1,1,1,1,6,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,0,1,7,0,0,1,7,0,0,1,44,44,1,0,0,8,0,9,0,1,9,1.285714,1.285714,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0
0,9,6,30,0,15,25,21,14,129,6,2396,2297,46,0.073892,22,93,22,102,0.972906,0.607143,87,3.4,4.142857,0,2,12,0,0,1,4,1,10,0,3,26,1,3,0,0,0,30,5,0,0,5,25,21,0,0,1,0
0,0,1,9,0,28,13,9,7,8,2,2412,2412,61,0.333333,16,85,0,217,0.928571,1,217,24.111111,24.111111,0,0,7,0,0,0,1,0,6,0,1,3,4,1,1,0,0,9,0,0,0,0,9,8,0,1,1,0
1,0,0,2,0,3,2,2,0,0,1,14,14,2,0,5,6,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
0,0,0,1,0,0,1,1,19,29,2,67,67,1,1,3,42,0,1,0,0.05,1,1,1,0,19,0,0,0,19,19,19,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,1,1,6,29,2,13,13,1,1,3,42,0,1,0,0.142857,1,1,1,0,6,0,0,0,6,6,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3,35,1,112,?,27,26,77,66,?,3,1626,1321,77,0.103862,34,229,5,246,0.993721,?,188,2.196429,2.441558,0,38,24,4,0,64,65,64,1,0,1,98,4,9,1,0,1,111,5,0,0,5,107,76,0,1,1,0
1,7,14,47,1,14,20,40,10,7,2,1008,965,56,0.398671,28,115,1,122,0.917391,0.825,115,2.595745,2.875,0,0,10,0,0,4,2,2,6,2,0,40,3,4,0,0,0,47,0,0,0,0,47,39,0,1,1,0
0,1,0,1,0,0,0,0,1,22,3,20,10,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,1,1,0,0,0,0,8,2,17,1,0,1,2,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0,6,0,3,1,6,2,32,3,54,54,2,1,5,56,0,9,1,0.5,9,1.5,1.5,0,2,0,0,0,0,0,0,2,0,0,2,4,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0
0,0,0,1,0,0,1,1,0,75,4,13,13,1,1,1,2,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,0,0,7,1,0,3,7,8,14,2,167,167,4,0.714286,10,36,0,18,0.854167,1,18,2.571429,2.571429,0,0,8,0,0,7,7,7,1,0,0,6,0,1,0,0,0,7,0,0,0,0,7,7,0,0,0,0
0,0,0,1,0,0,0,1,4,0,1,38,38,0,1,0,1,0,1,0,0,1,1,1,0,4,0,0,0,4,4,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,4,0,5,0,0,1,1,15,13,3,127,89,1,0,2,19,0,5,1,0,1,1,1,0,10,5,0,0,10,10,10,5,0,0,4,0,0,1,0,0,5,0,0,0,0,5,0,0,1,0,1
1,0,0,1,0,0,0,1,0,0,1,6,6,0,1,1,1,?,1,0,?,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,1,1,0,0,0
0,8,0,10,0,0,1,2,8,0,1,107,59,2,0,3,17,0,11,1,0,3,1.1,1.5,0,0,8,0,0,8,0,0,0,8,0,0,0,0,10,0,0,10,0,0,0,0,10,0,0,2,0,1
0,0,0,2,0,0,1,2,0,7,2,14,14,2,1,3,12,0,3,0,1,3,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0
0,4,0,8,0,0,0,4,4,0,1,49,25,0,0.142857,0,8,0,8,0.857143,0.5,4,1,1,0,0,4,0,0,0,0,0,4,0,0,9,0,0,0,0,0,9,0,0,0,0,9,4,1,0,0,1
0,0,0,3,1,0,1,3,2,4,2,31,31,2,1,1,9,0,4,0.5,0.6,4,1.333333,1.333333,0,2,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,0,3,2,0,1,0,0
0,6,0,10,1,6,4,4,9,0,1,106,80,3,0.194444,5,17,0,20,0.91358,0.25,14,2,3.5,0,0,0,9,0,0,0,0,9,0,0,8,0,2,0,0,0,10,0,0,0,0,10,3,0,1,0,1
1,4,0,7,1,0,0,3,2,0,1,75,35,0,0.4,0,7,0,7,0.75,0.428571,3,1,1,0,0,2,0,0,0,0,0,2,0,0,7,0,0,0,0,0,7,0,0,0,0,7,1,0,2,0,1
1,0,0,2,0,3,1,2,3,0,1,40,40,1,1,2,3,0,4,1,1,4,2,2,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0
0,0,0,7,0,3,11,7,0,10,2,151,151,16,0,11,37,0,24,0,1,24,3.428571,3.428571,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,1,0,0,1,7,7,1,0,0,0
0,14,0,15,0,0,0,1,13,0,1,119,7,0,0.076923,0,15,0,15,0.994505,0.047619,1,1,1,0,6,7,0,0,6,6,6,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,1,0,1
0,14,0,15,0,0,0,1,10,0,1,113,1,0,0.076923,0,15,0,15,0.971429,0.055556,1,1,1,0,3,7,0,0,3,3,3,7,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,1,0,1
2,24,0,27,0,0,0,3,13,0,1,131,11,0,0.04,1,27,0,27,0.961538,0.111111,3,1,1,0,0,13,0,0,0,0,0,13,0,0,27,0,0,0,0,0,27,0,0,0,0,27,2,0,1,0,1
0,12,0,14,0,1,5,2,8,16,3,178,108,5,0.121212,10,39,0,33,0.942308,0.142857,18,2.357143,9,0,0,8,0,0,1,2,1,6,0,1,14,0,0,0,0,0,14,0,0,0,0,14,0,0,2,0,1
1,4,0,7,1,0,0,3,15,0,1,100,68,0,0.2,0,7,0,8,1,0.176471,4,1.142857,1.333333,0,10,5,0,0,11,11,11,4,0,0,7,0,0,0,0,0,7,1,0,0,1,6,2,0,1,0,1
0,4,0,7,0,0,1,3,8,0,1,55,35,0,0,1,8,0,7,1,0.2,3,1,1,0,4,2,2,0,8,4,4,0,4,0,6,0,0,1,0,0,7,0,0,0,0,7,0,0,3,0,1
0,3,0,5,0,3,2,2,4,43,3,68,40,4,0,15,54,0,8,1,0.222222,5,1.6,2.5,0,4,0,0,0,4,4,4,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,1,0,1,0,0
0,1,0,2,0,5,5,1,25,0,1,229,170,7,1,6,10,0,36,1,0.037037,23,18,23,0,25,0,0,0,0,0,0,25,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0
0,3,0,3,0,0,0,0,3,3,2,37,16,0,0,2,9,0,3,1,0,0,1,0,0,3,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1
0,3,0,3,0,0,0,0,3,3,2,37,16,0,0,2,9,0,3,1,0,0,1,0,0,3,0,0,0,3,3,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1
0,0,3,1,0,1,1,1,0,2,2,65,65,1,1,3,4,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
0,6,0,7,0,0,1,1,6,0,1,87,51,1,0,1,8,0,13,1,0.142857,7,1.857143,7,1,0,0,0,6,0,0,0,6,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,1,0,1
0,0,0,3,0,1,3,3,0,67,4,31,31,4,0,10,41,0,4,0,1,4,1.333333,1.333333,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,3,2,0,1,0,0
